 q(1:3)   w(Ry)   eps  epsi --- LFC included. 
  0.00000000  0.00000000  0.01750000    0.0000D+00  0.268999940172363E+01 -0.670973026154975E-17    0.371747294575324E+00  0.927258225582894E-18
  0.00000000  0.00000000  0.01750000    0.1015D-04  0.268999940189069E+01 -0.670973012272499E-17    0.371747294552237E+00  0.927258206282686E-18
  0.00000000  0.00000000  0.01750000    0.3076D-04  0.268999940325779E+01 -0.670972966826025E-17    0.371747294363309E+00  0.927258142534959E-18
  0.00000000  0.00000000  0.01750000    0.5200D-04  0.268999940610754E+01 -0.670973034586360E-17    0.371747293969485E+00  0.927258234212420E-18
  0.00000000  0.00000000  0.01750000    0.7389D-04  0.268999941057418E+01 -0.670973025371915E-17    0.371747293352214E+00  0.927258218399068E-18
  0.00000000  0.00000000  0.01750000    0.9644D-04  0.268999941680156E+01 -0.670973038502357E-17    0.371747292491613E+00  0.927258232251588E-18
  0.00000000  0.00000000  0.01750000    0.1197D-03  0.268999942494380E+01 -0.670973009298217E-17    0.371747291366389E+00  0.927258186279271E-18
  0.00000000  0.00000000  0.01750000    0.1436D-03  0.268999943516587E+01 -0.670973023254728E-17    0.371747289953739E+00  0.927258198519405E-18
  0.00000000  0.00000000  0.01750000    0.1683D-03  0.268999944764440E+01 -0.670973071697601E-17    0.371747288229256E+00  0.927258256862702E-18
  0.00000000  0.00000000  0.01750000    0.1937D-03  0.268999946256839E+01 -0.670973000682683E-17    0.371747286166819E+00  0.927258148434123E-18
  0.00000000  0.00000000  0.01750000    0.2199D-03  0.268999948014002E+01 -0.670973099900802E-17    0.371747283738488E+00  0.927258273435550E-18
  0.00000000  0.00000000  0.01750000    0.2469D-03  0.268999950057556E+01 -0.670973038312693E-17    0.371747280914378E+00  0.927258174234728E-18
  0.00000000  0.00000000  0.01750000    0.2748D-03  0.268999952410623E+01 -0.670973029874304E-17    0.371747277662533E+00  0.927258146350898E-18
  0.00000000  0.00000000  0.01750000    0.3034D-03  0.268999955097917E+01 -0.670973045966511E-17    0.371747273948799E+00  0.927258150063177E-18
  0.00000000  0.00000000  0.01750000    0.3330D-03  0.268999958145857E+01 -0.670973006445662E-17    0.371747269736667E+00  0.927258074434091E-18
  0.00000000  0.00000000  0.01750000    0.3634D-03  0.268999961582664E+01 -0.670972957014322E-17    0.371747264987136E+00  0.927257982428201E-18
  0.00000000  0.00000000  0.01750000    0.3948D-03  0.268999965438489E+01 -0.670973045999311E-17    0.371747259658539E+00  0.927258078819432E-18
  0.00000000  0.00000000  0.01750000    0.4271D-03  0.268999969745529E+01 -0.670973042899541E-17    0.371747253706382E+00  0.927258044842456E-18
