 q(1:3)   w(Ry)   eps    epsi  --- NO LFC
  0.00000000  0.00000000  0.03000000    0.0000D+00  0.315170527422102E+01 -0.618129279769115E-17    0.317288551115288E+00  0.622283261014480E-18
  0.00000000  0.00000000  0.03000000    0.1015D-04  0.315170527459811E+01 -0.618129279760154E-17    0.317288551077326E+00  0.622283260856551E-18
  0.00000000  0.00000000  0.03000000    0.3076D-04  0.315170527768406E+01 -0.618129279686477E-17    0.317288550766657E+00  0.622283259563779E-18
  0.00000000  0.00000000  0.03000000    0.5200D-04  0.315170528411673E+01 -0.618129279532868E-17    0.317288550119067E+00  0.622283256868960E-18
  0.00000000  0.00000000  0.03000000    0.7389D-04  0.315170529419920E+01 -0.618129279291961E-17    0.317288549104044E+00  0.622283252645001E-18
  0.00000000  0.00000000  0.03000000    0.9644D-04  0.315170530825619E+01 -0.618129278956168E-17    0.317288547688899E+00  0.622283246756034E-18
  0.00000000  0.00000000  0.03000000    0.1197D-03  0.315170532663552E+01 -0.618129278517296E-17    0.317288545838614E+00  0.622283239056459E-18
  0.00000000  0.00000000  0.03000000    0.1436D-03  0.315170534970964E+01 -0.618129277966116E-17    0.317288543515696E+00  0.622283229389913E-18
  0.00000000  0.00000000  0.03000000    0.1683D-03  0.315170537787722E+01 -0.618129277293259E-17    0.317288540680009E+00  0.622283217589532E-18
  0.00000000  0.00000000  0.03000000    0.1937D-03  0.315170541156489E+01 -0.618129276488621E-17    0.317288537288603E+00  0.622283203476675E-18
  0.00000000  0.00000000  0.03000000    0.2199D-03  0.315170545122906E+01 -0.618129275541238E-17    0.317288533295532E+00  0.622283186860076E-18
  0.00000000  0.00000000  0.03000000    0.2469D-03  0.315170549735787E+01 -0.618129274439343E-17    0.317288528651652E+00  0.622283167535127E-18
  0.00000000  0.00000000  0.03000000    0.2748D-03  0.315170555047326E+01 -0.618129273170598E-17    0.317288523304419E+00  0.622283145283299E-18
  0.00000000  0.00000000  0.03000000    0.3034D-03  0.315170561113313E+01 -0.618129271721725E-17    0.317288517197667E+00  0.622283119870917E-18
  0.00000000  0.00000000  0.03000000    0.3330D-03  0.315170567993379E+01 -0.618129270078358E-17    0.317288510271368E+00  0.622283091048051E-18
  0.00000000  0.00000000  0.03000000    0.3634D-03  0.315170575751230E+01 -0.618129268225365E-17    0.317288502461385E+00  0.622283058547900E-18
  0.00000000  0.00000000  0.03000000    0.3948D-03  0.315170584454921E+01 -0.618129266146315E-17    0.317288493699205E+00  0.622283022085175E-18
  0.00000000  0.00000000  0.03000000    0.4271D-03  0.315170594177137E+01 -0.618129263824142E-17    0.317288483911657E+00  0.622282981355682E-18
  0.00000000  0.00000000  0.03000000    0.4604D-03  0.315170604995489E+01 -0.618129261240006E-17    0.317288473020609E+00  0.622282936033980E-18
  0.00000000  0.00000000  0.03000000    0.4948D-03  0.315170616992829E+01 -0.618129258374317E-17    0.317288460942650E+00  0.622282885773173E-18
  0.00000000  0.00000000  0.03000000    0.5301D-03  0.315170630257595E+01 -0.618129255205885E-17    0.317288447588750E+00  0.622282830202702E-18
  0.00000000  0.00000000  0.03000000    0.5666D-03  0.315170644884169E+01 -0.618129251712179E-17    0.317288432863892E+00  0.622282768927187E-18
  0.00000000  0.00000000  0.03000000    0.6041D-03  0.315170660973252E+01 -0.618129247869178E-17    0.317288416666699E+00  0.622282701524790E-18
  0.00000000  0.00000000  0.03000000    0.6428D-03  0.315170678632276E+01 -0.618129243651105E-17    0.317288398889017E+00  0.622282627545332E-18
  0.00000000  0.00000000  0.03000000    0.6827D-03  0.315170697975837E+01 -0.618129239030733E-17    0.317288379415483E+00  0.622282546508888E-18
  0.00000000  0.00000000  0.03000000    0.7238D-03  0.315170719126145E+01 -0.618129233978689E-17    0.317288358123065E+00  0.622282457903294E-18
  0.00000000  0.00000000  0.03000000    0.7662D-03  0.315170742213522E+01 -0.618129228463949E-17    0.317288334880564E+00  0.622282361182699E-18
  0.00000000  0.00000000  0.03000000    0.8098D-03  0.315170767376915E+01 -0.618129222453535E-17    0.317288309548104E+00  0.622282255765234E-18
  0.00000000  0.00000000  0.03000000    0.8548D-03  0.315170794764440E+01 -0.618129215911650E-17    0.317288281976572E+00  0.622282141029968E-18
  0.00000000  0.00000000  0.03000000    0.9011D-03  0.315170824533983E+01 -0.618129208801094E-17    0.317288252007024E+00  0.622282016316003E-18
  0.00000000  0.00000000  0.03000000    0.9488D-03  0.315170856853808E+01 -0.618129201080970E-17    0.317288219470066E+00  0.622281880917715E-18
  0.00000000  0.00000000  0.03000000    0.9980D-03  0.315170891903224E+01 -0.618129192709044E-17    0.317288184185187E+00  0.622281734084537E-18
  0.00000000  0.00000000  0.03000000    0.1049D-02  0.315170929873285E+01 -0.618129183639399E-17    0.317288145960052E+00  0.622281575015812E-18
  0.00000000  0.00000000  0.03000000    0.1101D-02  0.315170970967537E+01 -0.618129173823609E-17    0.317288104589747E+00  0.622281402859021E-18
  0.00000000  0.00000000  0.03000000    0.1155D-02  0.315171015402818E+01 -0.618129163209737E-17    0.317288059855982E+00  0.622281216705645E-18
